"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"874","$X $ATI $KMI $GPRO $SUNE $TWTR everything I sold became a monster winner. Felt very familair to this.  https://t.co/3oW2ueD3IU",FALSE,3,NA,2015-12-11 01:57:48,FALSE,NA,"675132341380083712",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","HitTheBidRadio",1,FALSE,FALSE,NA,NA
"875","$TWTR Took a quick day trade https://t.co/opUaMCbS0O",FALSE,1,NA,2015-12-11 01:54:26,FALSE,NA,"675131495644819456",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","DAILYALERTSBLUE",0,FALSE,FALSE,NA,NA
"876","https://t.co/kjjiAhoPPC &lt;- the number one reason you will fail or succeed as a trader $LIVE $NVEE $CAMT $NQ $TWTR $STUDY",FALSE,1,NA,2015-12-11 01:53:15,FALSE,NA,"675131196427411456",NA,"<a href=""https://smqueue.com"" rel=""nofollow"">smqueue</a>","SmallCaps33",0,FALSE,FALSE,NA,NA
"877","RT https://t.co/asGUzQuh6v TWTR Twitter, Inc. EOD Data
https://t.co/RgjJRMOfxj

$TWTR $UDOW $AMD $AAPL #TWTR #stocks #nasdaq",FALSE,1,NA,2015-12-11 01:50:46,FALSE,NA,"675130570679173121",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","BinaryTrading13",0,FALSE,FALSE,NA,NA
"878","VPRO Viropro Inc Financials
https://t.co/CrP32oSY95

$VPRO $JJG $USO $TWTR #VPRO #nasdaq #tradeideas",FALSE,0,NA,2015-12-11 01:49:33,FALSE,NA,"675130267527458816",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHNewsDesk",0,FALSE,FALSE,NA,NA
"879","TWTR Twitter, Inc. EOD Data
https://t.co/QoVBTddl9t

$TWTR $UDOW $AMD $AAPL #TWTR #stocks #nasdaq",FALSE,1,NA,2015-12-11 01:48:03,FALSE,NA,"675129888844742656",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Emylers",0,FALSE,FALSE,NA,NA
"880","TNA Direxion Daily Small Cap Bull 3x Shares Exchange
https://t.co/DgGR86CAxm

$TNA $DNO $AA $TWTR #TNA #pennystocks #stockmarket",FALSE,0,NA,2015-12-11 01:47:05,FALSE,NA,"675129646552375296",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","clayton_dd",0,FALSE,FALSE,NA,NA
"881","RT @timothysykes: 7 Habits For Becoming A Millionaire https://t.co/Lf5TxDm59F memorize them &amp; utilize them $FB $TWTR $LNKD peeps!",FALSE,0,NA,2015-12-11 01:45:57,FALSE,NA,"675129358818897924",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sykeslibbyjwl",10,TRUE,FALSE,NA,NA
"882","didn't know this - Periscope Live is frictionless on Apple TV.  https://t.co/XzmSp7O4i8   $TWTR",FALSE,0,NA,2015-12-11 01:40:08,FALSE,NA,"675127894973292546",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","ATMcharts",0,FALSE,FALSE,NA,NA
"883","RT @tradewithjoe: Think Or Swim Training Video Is Live 
https://t.co/UstZBeQmPL
$SPY $QQQ $DIA $IWM $BABA $AAPL $FB $GDX $USO $TWTR $AMZN $‚Ä¶",FALSE,0,NA,2015-12-11 01:38:59,FALSE,NA,"675127606723911680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","k_carey1297",3,TRUE,FALSE,NA,NA
"884","RT @Keith_Wasserman: @bgurley I don't blame him! Plenty of good opportunities in public equities like $BOX $TWTR $Z and $YELP",FALSE,0,NA,2015-12-11 01:36:10,FALSE,NA,"675126899006447617",NA,"<a href=""http://www.atassn.com"" rel=""nofollow"">ATA TwitFeed</a>","atassn",1,TRUE,FALSE,NA,NA
"885","@bgurley I don't blame him! Plenty of good opportunities in public equities like $BOX $TWTR $Z and $YELP",FALSE,1,"bgurley",2015-12-11 01:33:05,FALSE,"675125367825432577","675126121592176641","5252591","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Keith_Wasserman",1,FALSE,FALSE,NA,NA
"886","RT @timothysykes: 7 Habits For Becoming A Millionaire https://t.co/Lf5TxDm59F memorize them &amp; utilize them $FB $TWTR $LNKD peeps!",FALSE,0,NA,2015-12-11 01:27:38,FALSE,NA,"675124751568928770",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","madwhips",10,TRUE,FALSE,NA,NA
"887","RT @timothysykes: 7 Habits For Becoming A Millionaire https://t.co/Lf5TxDm59F memorize them &amp; utilize them $FB $TWTR $LNKD peeps!",FALSE,0,NA,2015-12-11 01:13:55,FALSE,NA,"675121298843004929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","santiagomad305",10,TRUE,FALSE,NA,NA
"888","RT @FakeAnthonyNoto: .@mcuban @sacca Let's take this outside $TWTR https://t.co/m3brV6338I",FALSE,0,NA,2015-12-11 01:10:32,FALSE,NA,"675120447382544386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myTraderGang",7,TRUE,FALSE,NA,NA
"889","Maybe @mcuban has a stick in his craw because he is short $TWTR. Go @spursÌ†ºÌøÄÌ†ºÌøÄÌ†ºÌøÄ!",FALSE,1,NA,2015-12-11 01:10:06,FALSE,NA,"675120340083867650",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ajbrzski",0,FALSE,FALSE,NA,NA
"890","$TWTR  https://t.co/vzwxzymnQg",FALSE,1,NA,2015-12-11 01:07:58,FALSE,NA,"675119800608301060",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mikhail507",1,FALSE,FALSE,NA,NA
"891","$FB $TWTR $YHOO $TEAM $YELP $PBYI $DIS $CDII $AAPL Stars Wars 8 MM film one of kind! https://t.co/hzZvDL5IpF",FALSE,3,NA,2015-12-11 01:06:58,FALSE,NA,"675119548920692737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","801nephi",0,FALSE,FALSE,NA,NA
"892","https://t.co/PMBddqKnTF verified profit charts by Cameron Fous - nice gains! $FB $TWTR $STUDY",FALSE,1,NA,2015-12-11 01:06:27,FALSE,NA,"675119419329282049",NA,"<a href=""https://smqueue.com"" rel=""nofollow"">smqueue</a>","Trade_Alertinto",0,FALSE,FALSE,NA,NA
"893","RT @timothysykes: 7 Habits For Becoming A Millionaire https://t.co/Lf5TxDm59F memorize them &amp; utilize them $FB $TWTR $LNKD peeps!",FALSE,0,NA,2015-12-11 01:06:20,FALSE,NA,"675119389037973504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","profitly",10,TRUE,FALSE,NA,NA
"894","RT @timothysykes: 7 Habits For Becoming A Millionaire https://t.co/Lf5TxDm59F memorize them &amp; utilize them $FB $TWTR $LNKD peeps!",FALSE,0,NA,2015-12-11 01:06:04,FALSE,NA,"675119321962708992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","investimonials",10,TRUE,FALSE,NA,NA
"895","See why these assets are trending in 1 watchlist $DAL $DDD $KR $LUV $TWTR https://t.co/EAM4MWSqQe https://t.co/48WRHdXOB7",FALSE,0,NA,2015-12-11 01:05:05,FALSE,NA,"675119076402950144",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"896","Twitter $TWTR m√°s de 6% en la sesi√≥n ¬øPunto de inflexi√≥n? - Toda la info aqu√≠.
https://t.co/WPYoa2yJpJ #TRMX https://t.co/dy10ozacpf",FALSE,0,NA,2015-12-11 01:05:04,FALSE,NA,"675119071646584832",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","GBMhomebroker",0,FALSE,FALSE,NA,NA
"897","RT @Mikhail507: $TWTR https://t.co/DDCmeEIRii",FALSE,0,NA,2015-12-11 01:04:47,FALSE,NA,"675119002184732672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PerryPendleton",1,TRUE,FALSE,NA,NA
"898","$TWTR https://t.co/DDCmeEIRii",FALSE,0,NA,2015-12-11 01:03:37,FALSE,NA,"675118705802653696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mikhail507",1,FALSE,FALSE,NA,NA
"899","RT @tradewithjoe: Think Or Swim Training Video Is Live 
https://t.co/UstZBeQmPL
$SPY $QQQ $DIA $IWM $BABA $AAPL $FB $GDX $USO $TWTR $AMZN $‚Ä¶",FALSE,0,NA,2015-12-11 01:03:27,FALSE,NA,"675118664383922179",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jpbnw",3,TRUE,FALSE,NA,NA
"900","7 Habits For Becoming A Millionaire https://t.co/Lf5TxDm59F memorize them &amp; utilize them $FB $TWTR $LNKD peeps!",FALSE,27,NA,2015-12-11 01:02:20,FALSE,NA,"675118385647230976",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","timothysykes",10,FALSE,FALSE,NA,NA
"901","Think Or Swim Training Video Is Live 
https://t.co/UstZBeQmPL
$SPY $QQQ $DIA $IWM $BABA $AAPL $FB $GDX $USO $TWTR $AMZN $UVXY $PCLN $BBRY",FALSE,2,NA,2015-12-11 01:00:04,FALSE,NA,"675117812608823297",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","tradewithjoe",3,FALSE,FALSE,NA,NA
"902","Don't think $6B in cash &amp; $TWTR stock for #CrazytownIndustries is unreasonable given what FB paid for photo sharing https://t.co/tlrjbtKhpP",FALSE,0,"postpositions",2015-12-11 00:57:14,FALSE,"672489591618871296","675117101758193664","2420931262","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"903","Mark Cuban Says Apple Should Ban Twitter - FOX40 https://t.co/22cLUivniG #Twitter ‚Ä¢ $TWTR https://t.co/4URdGD0Rnb",FALSE,0,NA,2015-12-11 00:55:38,FALSE,NA,"675116696831713280",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","greensboro_nc",0,FALSE,FALSE,"-122.41671493","37.7767782"
"904","y the $twtr pop ah? anyone know? Thx",FALSE,1,NA,2015-12-11 00:55:16,FALSE,NA,"675116604905136128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sig_57",0,FALSE,FALSE,NA,NA
"905","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/Sr2c6Qxmw8

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:18,FALSE,NA,"675115103704977408",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHNASDAQOMX",0,FALSE,FALSE,NA,NA
"906","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/iJiVq4qdF1

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:18,FALSE,NA,"675115102845206529",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","rosnerstocks",0,FALSE,FALSE,NA,NA
"907","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/xWMo71cga8

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:17,FALSE,NA,"675115100701872128",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHNASDAQOMX",0,FALSE,FALSE,NA,NA
"908","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/p4WbTEUg6P

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:17,FALSE,NA,"675115099519115264",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","rosnerstocks",0,FALSE,FALSE,NA,NA
"909","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/f8kEhFcuGY

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:16,FALSE,NA,"675115096474058752",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","rosnerstocks",0,FALSE,FALSE,NA,NA
"910","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/NltsagU2k4

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:15,FALSE,NA,"675115092661436416",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","rosnerstocks",0,FALSE,FALSE,NA,NA
"911","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/IhIdttB7ZK

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:13,FALSE,NA,"675115084377661441",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","leahanneta",0,FALSE,FALSE,NA,NA
"912","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/XNec1qrv3W

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:13,FALSE,NA,"675115081085100032",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","leahanneta",0,FALSE,FALSE,NA,NA
"913","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/wkEJ5PEfLU

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:12,FALSE,NA,"675115079629672449",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","danrocks4",0,FALSE,FALSE,NA,NA
"914","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/uAIbrJkqab

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:12,FALSE,NA,"675115077482233857",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","leahanneta",0,FALSE,FALSE,NA,NA
"915","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/MXHrf2WGl7

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:11,FALSE,NA,"675115073929613312",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","leahanneta",0,FALSE,FALSE,NA,NA
"916","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/m4EgYICdsg

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:09,FALSE,NA,"675115068091146241",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","leahanneta",0,FALSE,FALSE,NA,NA
"917","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/cqFwt6wX6V

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:09,FALSE,NA,"675115064404393984",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"918","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/NmmW8cNWkF

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:08,FALSE,NA,"675115061401243649",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"919","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/gmVqRGyCWb

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:07,FALSE,NA,"675115058200977408",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"920","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/DZ1Vr7pRFx

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:07,FALSE,NA,"675115058112892928",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lookn4wins",0,FALSE,FALSE,NA,NA
"921","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/M7I4LERtPk

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:06,FALSE,NA,"675115055143362560",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"922","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/YfzklC0FX0

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:06,FALSE,NA,"675115055093055488",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lookn4wins",0,FALSE,FALSE,NA,NA
"923","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/QBsROy5q7i

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:06,FALSE,NA,"675115051808907265",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"924","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/6lAlvYyzlq

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarketTZA‚Ä¶",FALSE,0,NA,2015-12-11 00:49:06,FALSE,NA,"675115051745984512",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lookn4wins",0,FALSE,FALSE,NA,NA
"925","TWTR Direxion Daily Small Cap Bear 3x Shares Bid Size
https://t.co/ViAnaY9AEk

$TWTR $SPXL $LUV $CDII #TWTR #stocks #stockmarket",FALSE,0,NA,2015-12-11 00:49:05,FALSE,NA,"675115047820107776",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"926","@CNBC @mcuban selling now when $TWTR just won app of the year for #Periscope &amp; doubled its user base for advertisers today! #WrongMoveCubes",FALSE,1,"CNBC",2015-12-11 00:48:14,FALSE,"675087714526580736","675114834137112576","20402945","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mikhail507",0,FALSE,FALSE,NA,NA
"927","TSS Roadships Holdings, Inc. Chart
https://t.co/jdQAwgBEPy

$TSS $EWJ $BIB $TWTR #TSS #investing #stocks",FALSE,0,NA,2015-12-11 00:48:03,FALSE,NA,"675114788540821504",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","nasdaqfan",0,FALSE,FALSE,NA,NA
"928","Trending $TWTR 7%  $WFM $DOW 11%  $UTX $GS $XLF $SPY $QQQ weekly options flow/chart analysis https://t.co/iYlfEJzAf8 https://t.co/51ODmuK2GD",FALSE,3,NA,2015-12-11 00:47:46,FALSE,NA,"675114717875187713",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","Taarriqq",2,FALSE,FALSE,NA,NA
"929","Definitely a few shorts I would love to see get f'n smoked tomorrow, and they will because they're too cocky to cover. Tables turned  $TWTR",FALSE,5,NA,2015-12-11 00:47:35,FALSE,NA,"675114672601890816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cvinciguerra1",0,FALSE,FALSE,NA,NA
"930","$GPRO $TSLA $TWTR we have been there before with the rumors. Don't pray or hold it because of speculation. Boiler room called the media.",FALSE,1,NA,2015-12-11 00:46:58,FALSE,NA,"675114518360498176",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","afernandez321",0,FALSE,FALSE,NA,NA
"931","RT @Mikhail507: $TWTR after hours is moving up nicely! Setting up to test $27 tomorrow! #BUY @jimcramer",FALSE,0,NA,2015-12-11 00:45:35,FALSE,NA,"675114168824029184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PerryPendleton",2,TRUE,FALSE,NA,NA
"932","$TWTR - https://t.co/KgriVLS1MY Twitter is a twerkin'  Shake that thing up to $28, please.",FALSE,1,NA,2015-12-11 00:44:58,FALSE,NA,"675114013324353537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dcblocher",0,FALSE,FALSE,NA,NA
"933","Track trending assets in 1 watchlist $AAPL $BIDU $CMG $MAS $TWTR https://t.co/DJk9XH0Oxv https://t.co/X6eZqrXxwa",FALSE,0,NA,2015-12-11 00:44:42,FALSE,NA,"675113945930334208",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"934","RT @ajbrzski: Critical move &amp; game changer for Twitter: Pro. Bob Peck, SunTrust, on why $TWTR ad move is a game changer. https://t.co/xAvE1‚Ä¶",FALSE,0,NA,2015-12-11 00:44:27,FALSE,NA,"675113881996550146",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PerryPendleton",1,TRUE,FALSE,NA,NA
"935","RT @MBullz82: $isd.v Isign Media player is actually getting installed in airports all over! Boom! $twtr $fb $isdsf https://t.co/hVqkRUO9Vj",FALSE,0,NA,2015-12-11 00:44:22,FALSE,NA,"675113863357009920",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","poirier_jj",1,TRUE,FALSE,NA,NA
"936","NFLX Nike Inc. Bid
https://t.co/y2NT1ZGJGs

$NFLX $EFA $TWTR $XLF #NFLX #invest #invest",FALSE,0,NA,2015-12-11 00:43:35,FALSE,NA,"675113664513499136",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","PolgarStocks",0,FALSE,FALSE,NA,NA
"937","IYT JetBlue Airways Corp. Chart
https://t.co/We1clR0t0Y

$IYT $USO $GS $TWTR #IYT #share #finance",FALSE,0,NA,2015-12-11 00:41:31,FALSE,NA,"675113146114285568",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","PolgarStocks",0,FALSE,FALSE,NA,NA
"938","GS Home Depot, Inc. Short Sales
https://t.co/gh5rf7HcLu

$GS $TWTR $AEIS $XLF #GS #pennystocks #stockmarket",FALSE,0,NA,2015-12-11 00:40:38,FALSE,NA,"675112922192957440",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Jim5011",0,FALSE,FALSE,NA,NA
"939","GLD Alphabet Inc. - Class C Day High
https://t.co/FjBSsJeEBu

$GLD $CHK $TWTR $XLI #GLD #finance #tradeideas",FALSE,0,NA,2015-12-11 00:40:37,FALSE,NA,"675112918611050496",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHPosts2",0,FALSE,FALSE,NA,NA
"940","DGAZ DR Horton Inc. E.P.S.
https://t.co/rqqNhO31gC

$DGAZ $TWTR $BABA $KBIO #DGAZ #nasdaq #share",FALSE,0,NA,2015-12-11 00:37:24,FALSE,NA,"675112108539961346",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHPosts",0,FALSE,FALSE,NA,NA
"941","@ReformedBroker love it when $TWTR comes up with new metrics every couple quarters. Almost makes them look legit",FALSE,0,"ReformedBroker",2015-12-11 00:37:03,FALSE,"675007446193172484","675112022481178624","22522178","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dashtadj",0,FALSE,FALSE,NA,NA
"942","Like so many others he uses #Twitter to bust on Twitter.  #Vexing  #Ironic $TWTR #MAU https://t.co/ETfyo2OS6N",FALSE,2,NA,2015-12-11 00:36:07,FALSE,NA,"675111786434142208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cchason66",0,FALSE,FALSE,NA,NA
"943","DBA DB Commodities Tracking Index Fund Market Cap
https://t.co/ZLsEsqkfHd

$DBA $XLE $NUGT $TWTR #DBA #pennystocks #stockmarket",FALSE,0,NA,2015-12-11 00:36:03,FALSE,NA,"675111769128484869",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","DennyT14",0,FALSE,FALSE,NA,NA
"944","#Tech #stocks $TWTR Twitter  Daily:6.58% Weekly:0.04% YTD:-27.77% Trend:59 / 100  https://t.co/UpyMkKyoIZ",FALSE,1,NA,2015-12-11 00:34:46,FALSE,NA,"675111444984283136",NA,"<a href=""http://12stocks.com/tech"" rel=""nofollow"">TechStocksTweets</a>","Top_Tech_Stocks",0,FALSE,FALSE,NA,NA
"945","AEIS Advanced Energy Industries, Inc. Tick
https://t.co/0gC9MUrHCW

$AEIS $ABC $TWTR $EEM #AEIS #nasdaq #financeAEM Agnico Eagle Mines‚Ä¶",FALSE,0,NA,2015-12-11 00:34:40,FALSE,NA,"675111419570974721",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"946","AEIS Advanced Energy Industries, Inc. Tick
https://t.co/9oL4HbcyTQ

$AEIS $ABC $TWTR $EEM #AEIS #nasdaq #financeAEM Agnico Eagle Mines‚Ä¶",FALSE,0,NA,2015-12-11 00:34:38,FALSE,NA,"675111413367635968",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"947","AEIS Advanced Energy Industries, Inc. Tick
https://t.co/vC4b23Z4h4

$AEIS $ABC $TWTR $EEM #AEIS #nasdaq #financeAEM Agnico Eagle Mines‚Ä¶",FALSE,0,NA,2015-12-11 00:34:36,FALSE,NA,"675111405582991360",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","1LuckyJimmy",0,FALSE,FALSE,NA,NA
"948","AEIS Advanced Energy Industries, Inc. Tick
https://t.co/y5pCCf8t9a

$AEIS $ABC $TWTR $EEM #AEIS #nasdaq #financeAEM Agnico Eagle Mines‚Ä¶",FALSE,0,NA,2015-12-11 00:34:31,FALSE,NA,"675111384473014272",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","nasdaqfan",0,FALSE,FALSE,NA,NA
"949","AEIS Advanced Energy Industries, Inc. Tick
https://t.co/EOdqPq2rdL

$AEIS $ABC $TWTR $EEM #AEIS #nasdaq #financeAEM Agnico Eagle Mines‚Ä¶",FALSE,0,NA,2015-12-11 00:34:30,FALSE,NA,"675111381193072640",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","nasdaqfan",0,FALSE,FALSE,NA,NA
